crop,year,season,state,area,production,fertilizer,pesticide,yield
Turmeric,1998,Whole Year ,West Bengal,12763,21487,1260984.4,3701.27,1.569444444
Urad,1998,Kharif     ,West Bengal,58878,25071,5817146.4,17074.62,0.402222222
Urad,1998,Rabi       ,West Bengal,15112,9700,1493065.6,4382.48,0.649090909
Wheat,1998,Rabi       ,West Bengal,367472,778090,36306233.6,106566.88,1.870555556
Arecanut,1999,Whole Year ,Assam,73464,52924,7796734.32,19835.28,0.746086957
Arhar/Tur,1999,Kharif     ,Assam,7266,5102,771140.58,1961.82,0.707826087
Banana,1999,Whole Year ,Assam,41922,583383,4449181.86,11318.94,13.74652174
Castor seed,1999,Kharif     ,Assam,1726,704,183180.38,466.02,0.423333333
Coconut ,1999,Whole Year ,Assam,20238,150062000,2147858.94,5464.26,5672.116522
Cotton(lint),1999,Kharif     ,Assam,1637,746,173734.81,441.99,0.41173913
Dry chillies,1999,Whole Year ,Assam,14418,9516,1530182.34,3892.86,0.636956522
Gram,1999,Rabi       ,Assam,2336,1196,247919.68,630.72,0.470454545
Jute,1999,Kharif     ,Assam,73545,657537,7805330.85,19857.15,9.13173913
Linseed,1999,Rabi       ,Assam,10248,5323,1087620.24,2766.96,0.502727273
Maize,1999,Kharif     ,Assam,19708,14056,2091610.04,5321.16,0.613913043
Mesta,1999,Kharif     ,Assam,5177,25515,549435.01,1397.79,4.622380952
Niger seed,1999,Kharif     ,Assam,8904,4582,944981.52,2404.08,0.548947368
Onion,1999,Whole Year ,Assam,7365,17167,781647.45,1988.55,2.322173913
Other  Rabi pulses,1999,Rabi       ,Assam,106576,58390,11310910.88,28775.52,0.532173913
Potato,1999,Whole Year ,Assam,76748,699744,8145265.24,20721.96,8.062608696
Rapeseed &Mustard,1999,Rabi       ,Assam,286241,129425,30378757.33,77285.07,0.479565217
Rice,1999,Autumn     ,Assam,557220,514156,59137758.6,150449.4,1.094782609
Rice,1999,Summer     ,Assam,294654,653783,31271629.02,79556.58,1.990434783
Rice,1999,Winter     ,Assam,1793994,2692709,190396583.2,484378.38,1.501304348
Sesamum,1999,Kharif     ,Assam,15143,7866,1607126.59,4088.61,0.485217391
Small millets,1999,Kharif     ,Assam,10681,5467,1133574.53,2883.87,0.502727273
Sugarcane,1999,Whole Year ,Assam,29107,1154615,3089125.91,7858.89,40.43478261
Sweet potato,1999,Whole Year ,Assam,8955,30979,950394.15,2417.85,3.409130435
Tapioca,1999,Whole Year ,Assam,2836,13444,300984.68,765.72,4.436521739
Tobacco,1999,Whole Year ,Assam,1373,695,145716.49,370.71,0.573913043
Turmeric,1999,Whole Year ,Assam,10980,7586,1165307.4,2964.6,0.667391304
Wheat,1999,Rabi       ,Assam,76310,97583,8098780.3,20603.7,1.256818182
Arecanut,1999,Whole Year ,Goa,1550,1880,164501.5,418.5,1.21
Banana,1999,Whole Year ,Goa,1950,14500,206953.5,526.5,7.44
Black pepper,1999,Whole Year ,Goa,275,120,29185.75,74.25,0.44
Cashewnut,1999,Whole Year ,Goa,53292,17274,5655879.96,14388.84,0.32
Coconut ,1999,Whole Year ,Goa,24975,121580000,2650596.75,6743.25,4868.07
Groundnut,1999,Kharif     ,Goa,350,513,37145.5,94.5,1.47
Groundnut,1999,Rabi       ,Goa,1004,1767,106554.52,271.08,1.76
Other  Rabi pulses,1999,Rabi       ,Goa,9227,8430,979261.51,2491.29,0.91
Other Kharif pulses,1999,Kharif     ,Goa,1000,578,106130,270,0.58
Ragi,1999,Kharif     ,Goa,1000,1070,106130,270,1.07
Rice,1999,Kharif     ,Goa,40500,96281,4298265,10935,2.38
Rice,1999,Rabi       ,Goa,16213,43642,1720685.69,4377.51,2.69
Sugarcane,1999,Whole Year ,Goa,1335,68440,141683.55,360.45,51.27
Arecanut,1999,Whole Year ,Kerala,81941,83337,8696398.33,22124.07,0.831428571
Banana,1999,Whole Year ,Kerala,39046,398145,4143951.98,10542.42,10.36285714
Black pepper,1999,Whole Year ,Kerala,198406,47543,21056828.78,53569.62,0.193571429
Cardamom,1999,Whole Year ,Kerala,41491,6585,4403439.83,11202.57,0.056666667
Cashewnut,1999,Whole Year ,Kerala,89403,65547,9488340.39,24138.81,0.491428571
Coconut ,1999,Whole Year ,Kerala,925035,5680000000,98173964.55,249759.45,5581.025714
Cotton(lint),1999,Kharif     ,Kerala,4772,7702,506452.36,1288.44,1.61
Dry chillies,1999,Whole Year ,Kerala,312,310,33112.56,84.24,0.975
Garlic,1999,Whole Year ,Kerala,849,14433,90104.37,229.23,17
Ginger,1999,Whole Year ,Kerala,11264,41344,1195448.32,3041.28,3.159285714
Groundnut,1999,Kharif     ,Kerala,6921,5144,734525.73,1868.67,0.37
Jowar,1999,Kharif     ,Kerala,2529,1287,268402.77,682.83,0.255
Ragi,1999,Kharif     ,Kerala,870,704,92333.1,234.9,0.815
Rice,1999,Autumn     ,Kerala,121525,252876,12897448.25,32811.75,2.081538462
Rice,1999,Summer     ,Kerala,58021,144551,6157768.73,15665.67,2.292857143
Rice,1999,Winter     ,Kerala,170228,373259,18066297.64,45961.56,2.097142857
Sesamum,1999,Kharif     ,Kerala,2612,718,277211.56,705.24,0.374545455
Sugarcane,1999,Whole Year ,Kerala,5780,578820,613431.4,1560.6,88.2225
Sweet potato,1999,Whole Year ,Kerala,989,10698,104962.57,267.03,11.79636364
Tapioca,1999,Whole Year ,Kerala,111922,2531752,11878281.86,30218.94,24.25785714
Tobacco,1999,Whole Year ,Kerala,44,245,4669.72,11.88,5.57
Turmeric,1999,Whole Year ,Kerala,3971,8362,421442.23,1072.17,1.999285714
Arecanut,1999,Whole Year ,Meghalaya,9645,12510,1023623.85,2604.15,1.245
Arhar/Tur,1999,Kharif     ,Meghalaya,871,647,92439.23,235.17,0.78
Banana,1999,Whole Year ,Meghalaya,5319,63383,564505.47,1436.13,11.16285714
Castor seed,1999,Kharif     ,Meghalaya,27,14,2865.51,7.29,0.515
Cotton(lint),1999,Kharif     ,Meghalaya,7455,5549,791199.15,2012.85,0.8
Dry chillies,1999,Whole Year ,Meghalaya,1790,1128,189972.7,483.3,0.635714286
Ginger,1999,Kharif     ,Meghalaya,7606,44710,807224.78,2053.62,5.765714286
Gram,1999,Rabi       ,Meghalaya,460,283,48819.8,124.2,0.616666667
Jute,1999,Kharif     ,Meghalaya,4235,31781,449460.55,1143.45,6.76
Maize,1999,Kharif     ,Meghalaya,16637,24051,1765684.81,4491.99,1.448571429
Mesta,1999,Kharif     ,Meghalaya,4457,20071,473021.41,1203.39,4.556666667
Potato,1999,Whole Year ,Meghalaya,18339,143287,1946318.07,4951.53,6.858571429
Rapeseed &Mustard,1999,Rabi       ,Meghalaya,7042,4648,747367.46,1901.34,0.654285714
Rice,1999,Kharif     ,Meghalaya,102482,156887,10876414.66,27670.14,1.605714286
Rice,1999,Rabi       ,Meghalaya,3929,13846,416984.77,1060.83,1.755714286
Sesamum,1999,Kharif     ,Meghalaya,1304,680,138393.52,352.08,0.588571429
Soyabean,1999,Kharif     ,Meghalaya,1038,928,110162.94,280.26,0.888571429
Sugarcane,1999,Whole Year ,Meghalaya,80,223,8490.4,21.6,2.372
Sweet potato,1999,Whole Year ,Meghalaya,5220,17591,553998.6,1409.4,3.415714286
Tapioca,1999,Whole Year ,Meghalaya,4022,21497,426854.86,1085.94,6.39
Tobacco,1999,Whole Year ,Meghalaya,719,488,76307.47,194.13,0.636
Turmeric,1999,Whole Year ,Meghalaya,1458,8196,154737.54,393.66,5.284285714
Arecanut,1999,Whole Year ,Puducherry,65,130,6898.45,17.55,2
Bajra,1999,Kharif     ,Puducherry,170,470,18042.1,45.9,2.76
Banana,1999,Whole Year ,Puducherry,282,8890,29928.66,76.14,29.25
Black pepper,1999,Whole Year ,Puducherry,12,7,1273.56,3.24,0.58
Cashewnut,1999,Whole Year ,Puducherry,210,177,22287.3,56.7,2.69
Coconut ,1999,Whole Year ,Puducherry,2214,27816000,234971.82,597.78,12812.4475
Coriander,1999,Whole Year ,Puducherry,3,2,318.39,0.81,0.67
Cotton(lint),1999,Kharif     ,Puducherry,357,1835,37888.41,96.39,5.14
Dry chillies,1999,Whole Year ,Puducherry,11,35,1167.43,2.97,3.305
Ginger,1999,Kharif     ,Puducherry,133,94,14115.29,35.91,0.676666667
Groundnut,1999,Kharif     ,Puducherry,898,2511,95304.74,242.46,2.125
Jowar,1999,Kharif     ,Puducherry,3,3,318.39,0.81,1
Moong(Green Gram),1999,Rabi       ,Puducherry,2453,1321,260336.89,662.31,0.553333333
Onion,1999,Whole Year ,Puducherry,14,183,1485.82,3.78,13.07
Other  Rabi pulses,1999,Rabi       ,Puducherry,63,123,6686.19,17.01,1.333333333
Ragi,1999,Kharif     ,Puducherry,124,452,13160.12,33.48,3.325
Rapeseed &Mustard,1999,Rabi       ,Puducherry,64,483,6792.32,17.28,6.023333333
Rice,1999,Kharif     ,Puducherry,25444,59433,2700371.72,6869.88,2.61
Sugarcane,1999,Whole Year ,Puducherry,2798,237610,296951.74,755.46,83
Tapioca,1999,Whole Year ,Puducherry,365,10571,38737.45,98.55,18.29
Urad,1999,Rabi       ,Puducherry,3159,2467,335264.67,852.93,0.763333333
Arecanut,1999,Whole Year ,West Bengal,7677,13124,814760.01,2072.79,1.864117647
Arhar/Tur,1999,Kharif     ,West Bengal,3077,2320,326562.01,830.79,0.83
Bajra,1999,Kharif     ,West Bengal,146,96,15494.98,39.42,0.606666667
Barley,1999,Rabi       ,West Bengal,5077,4686,538822.01,1370.79,0.776666667
Cardamom,1999,Whole Year ,West Bengal,2875,690,305123.75,776.25,0.24
Castor seed,1999,Kharif     ,West Bengal,35,24,3714.55,9.45,0.69
Coconut ,1999,Whole Year ,West Bengal,24216,324305700,2570044.08,6538.32,13592.12778
Cotton(lint),1999,Kharif     ,West Bengal,750,2040,79597.5,202.5,2.72
Dry chillies,1999,Autumn     ,West Bengal,16849,13874,1788184.37,4549.23,0.717222222
Dry chillies,1999,Rabi       ,West Bengal,46293,38430,4913076.09,12499.11,1.043333333
Ginger,1999,Kharif     ,West Bengal,9165,18890,972681.45,2474.55,1.662777778
Gram,1999,Rabi       ,West Bengal,26618,21961,2824968.34,7186.86,0.826923077
Groundnut,1999,Kharif     ,West Bengal,4804,3311,509848.52,1297.08,1.16625
Groundnut,1999,Rabi       ,West Bengal,6098,9269,647180.74,1646.46,1.525
Groundnut,1999,Summer     ,West Bengal,23233,33214,2465718.29,6272.91,1.315
Horse-gram,1999,Rabi       ,West Bengal,4326,2087,459118.38,1168.02,0.452
Jowar,1999,Kharif     ,West Bengal,1156,540,122686.28,312.12,0.68
Jute,1999,Kharif     ,West Bengal,613923,7593680,65155647.99,165759.21,13.94058824
Khesari,1999,Rabi       ,West Bengal,23091,21964,2450647.83,6234.57,0.999375
Linseed,1999,Rabi       ,West Bengal,9855,4004,1045911.15,2660.85,0.360769231
Maize,1999,Kharif     ,West Bengal,35129,69682,3728240.77,9484.83,1.941538462
Masoor,1999,Rabi       ,West Bengal,58760,34165,6236198.8,15865.2,0.636470588
Mesta,1999,Kharif     ,West Bengal,8864,81720,940736.32,2393.28,9.842142857
Moong(Green Gram),1999,Kharif     ,West Bengal,578,293,61343.14,156.06,0.5325
Moong(Green Gram),1999,Rabi       ,West Bengal,2375,1465,252058.75,641.25,0.615
Moong(Green Gram),1999,Summer     ,West Bengal,7947,3942,843415.11,2145.69,0.850625
Niger seed,1999,Kharif     ,West Bengal,6733,3528,714573.29,1817.91,0.3875
Other Kharif pulses,1999,Kharif     ,West Bengal,783,419,83099.79,211.41,0.591666667
Peas & beans (Pulses),1999,Rabi       ,West Bengal,7041,6027,747261.33,1901.07,0.931333333
Potato,1999,Summer     ,West Bengal,2478,33214,262990.14,669.06,13.4
Potato,1999,Winter     ,West Bengal,313373,7449103,33258276.49,84610.71,20.56777778
Ragi,1999,Kharif     ,West Bengal,12489,15051,1325457.57,3372.03,0.898
Rapeseed &Mustard,1999,Rabi       ,West Bengal,345961,278540,36716840.93,93409.47,0.766111111
Rice,1999,Autumn     ,West Bengal,427155,827970,45333960.15,115331.85,1.868888889
Rice,1999,Summer     ,West Bengal,1474338,4468400,156471491.9,398071.26,2.897222222
Rice,1999,Winter     ,West Bengal,4248946,8463310,450940639,1147215.42,1.906666667
Safflower,1999,Rabi       ,West Bengal,60,19,6367.8,16.2,0.542
Sannhamp,1999,Autumn     ,West Bengal,1448,7810,153676.24,390.96,5.421666667
Sannhamp,1999,Rabi       ,West Bengal,107,298,11355.91,28.89,3.6
Sesamum,1999,Autumn     ,West Bengal,891,406,94561.83,240.57,0.377777778
Sesamum,1999,Summer     ,West Bengal,102044,72230,10829929.72,27551.88,0.638235294
Sesamum,1999,Winter     ,West Bengal,2510,1285,266386.3,677.7,0.5425
Small millets,1999,Kharif     ,West Bengal,3702,1924,392893.26,999.54,0.617142857
Small millets,1999,Rabi       ,West Bengal,1505,1541,159725.65,406.35,0.918
Soyabean,1999,Kharif     ,West Bengal,730,441,77474.9,197.1,0.448333333
Sugarcane,1999,Whole Year ,West Bengal,22883,1762806,2428572.79,6178.41,78.571875
Sunflower,1999,Kharif     ,West Bengal,150,90,15919.5,40.5,0.683333333
Tobacco,1999,Whole Year ,West Bengal,11442,6694,1214339.46,3089.34,0.592
Turmeric,1999,Whole Year ,West Bengal,13283,20023,1409724.79,3586.41,1.425555556
Urad,1999,Kharif     ,West Bengal,60254,35523,6394757.02,16268.58,0.566666667
Urad,1999,Rabi       ,West Bengal,18527,10987,1966270.51,5002.29,0.636923077
Wheat,1999,Rabi       ,West Bengal,364155,850778,38647770.15,98321.85,2.096666667
Arecanut,2000,Whole Year ,Andhra Pradesh,262,724,25720.54,68.12,2.78
Arhar/Tur,2000,Kharif     ,Andhra Pradesh,507366,216457,49808120.22,131915.16,0.433181818
Arhar/Tur,2000,Rabi       ,Andhra Pradesh,6098,2701,598640.66,1585.48,0.42375
Bajra,2000,Kharif     ,Andhra Pradesh,129475,135964,12710560.75,33663.5,1.001666667
Bajra,2000,Rabi       ,Andhra Pradesh,14229,12524,1396860.93,3699.54,0.883125
Banana,2000,Whole Year ,Andhra Pradesh,49051,819660,4815336.67,12753.26,17.63090909
Cashewnut,2000,Whole Year ,Andhra Pradesh,145315,31074,14265573.55,37781.9,0.190625
Castor seed,2000,Kharif     ,Andhra Pradesh,398561,136860,39126733.37,103625.86,0.339047619
Coconut ,2000,Whole Year ,Andhra Pradesh,102646,1092707179,10076757.82,26687.96,9101.813684
Coriander,2000,Whole Year ,Andhra Pradesh,58441,19993,5737152.97,15194.66,0.395
Cotton(lint),2000,Kharif     ,Andhra Pradesh,1021721,1662683,100302350.6,265647.46,1.687727273
Dry chillies,2000,Kharif     ,Andhra Pradesh,183741,410643,18037853.97,47772.66,2.146818182
Dry chillies,2000,Rabi       ,Andhra Pradesh,54262,115528,5326900.54,14108.12,2.023181818
Ginger,2000,Whole Year ,Andhra Pradesh,2329,6515,228637.93,605.54,3.14875
Gram,2000,Kharif     ,Andhra Pradesh,100,173,9817,26,1.1575
Gram,2000,Rabi       ,Andhra Pradesh,200763,228546,19708903.71,52198.38,1.4145
Groundnut,2000,Kharif     ,Andhra Pradesh,1601349,1697233,157204431.3,416350.74,0.904090909
Groundnut,2000,Rabi       ,Andhra Pradesh,272468,445720,26748183.56,70841.68,1.668181818
Horse-gram,2000,Kharif     ,Andhra Pradesh,13824,6838,1357102.08,3594.24,0.5
Horse-gram,2000,Rabi       ,Andhra Pradesh,64789,13492,6360336.13,16845.14,0.209545455
Jowar,2000,Kharif     ,Andhra Pradesh,332435,328490,32635143.95,86433.1,0.830909091
Jowar,2000,Rabi       ,Andhra Pradesh,344493,290498,33818877.81,89568.18,0.840909091
Linseed,2000,Rabi       ,Andhra Pradesh,5486,1093,538560.62,1426.36,0.2075
Maize,2000,Kharif     ,Andhra Pradesh,430544,1107165,42266504.48,111941.44,2.564545455
Maize,2000,Rabi       ,Andhra Pradesh,97123,473602,9534564.91,25251.98,5.019545455
Mesta,2000,Kharif     ,Andhra Pradesh,77823,686947,7639883.91,20233.98,8.745384615
Moong(Green Gram),2000,Kharif     ,Andhra Pradesh,392017,141194,38484308.89,101924.42,0.404090909
Moong(Green Gram),2000,Rabi       ,Andhra Pradesh,128365,43016,12601592.05,33374.9,0.371578947
Niger seed,2000,Kharif     ,Andhra Pradesh,18452,6001,1811432.84,4797.52,0.36
Onion,2000,Kharif     ,Andhra Pradesh,17058,227873,1674583.86,4435.08,12.77315789
Onion,2000,Rabi       ,Andhra Pradesh,13248,308617,1300556.16,3444.48,22.5085
Other  Rabi pulses,2000,Rabi       ,Andhra Pradesh,14200,5471,1394014,3692,0.324705882
Other Kharif pulses,2000,Kharif     ,Andhra Pradesh,19850,5000,1948674.5,5161,0.275263158
Potato,2000,Whole Year ,Andhra Pradesh,2489,14618,244345.13,647.14,6.14375
Ragi,2000,Kharif     ,Andhra Pradesh,83492,92780,8196409.64,21707.92,1.172
Ragi,2000,Rabi       ,Andhra Pradesh,15760,27299,1547159.2,4097.6,1.639285714
Rapeseed &Mustard,2000,Rabi       ,Andhra Pradesh,4482,1048,439997.94,1165.32,0.151538462
Rice,2000,Kharif     ,Andhra Pradesh,3003673,8233806,294870578.4,780954.98,2.7
Rice,2000,Rabi       ,Andhra Pradesh,1239053,4224208,121637833,322153.78,2.939090909
Safflower,2000,Rabi       ,Andhra Pradesh,16198,6574,1590157.66,4211.48,0.34
Sesamum,2000,Kharif     ,Andhra Pradesh,143737,29348,14110661.29,37371.62,0.192272727
Sesamum,2000,Rabi       ,Andhra Pradesh,39066,7893,3835109.22,10157.16,0.204444444
Small millets,2000,Kharif     ,Andhra Pradesh,64766,38398,6358078.22,16839.16,0.668125
Small millets,2000,Rabi       ,Andhra Pradesh,1961,1449,192511.37,509.86,0.681666667
Sugarcane,2000,Whole Year ,Andhra Pradesh,237150,17690131,23281015.5,61659,73.8955
Sunflower,2000,Kharif     ,Andhra Pradesh,197261,167828,19365112.37,51287.86,1.038421053
Sweet potato,2000,Whole Year ,Andhra Pradesh,1938,25467,190253.46,503.88,13.93277778
Tapioca,2000,Whole Year ,Andhra Pradesh,21506,166124,2111244.02,5591.56,7.528
Tobacco,2000,Whole Year ,Andhra Pradesh,126144,463405,12383556.48,32797.44,3.364285714
Urad,2000,Kharif     ,Andhra Pradesh,99423,28296,9760355.91,25849.98,0.1615
Urad,2000,Rabi       ,Andhra Pradesh,455864,362283,44752168.88,118524.64,0.655454545
Wheat,2000,Rabi       ,Andhra Pradesh,14261,8121,1400002.37,3707.86,0.581818182
Arecanut,2000,Whole Year ,Assam,73237,68261,7189676.29,19041.62,0.957391304
Arhar/Tur,2000,Kharif     ,Assam,7280,5159,714677.6,1892.8,0.714347826
Banana,2000,Whole Year ,Assam,42534,590095,4175562.78,11058.84,13.73217391
Castor seed,2000,Kharif     ,Assam,1662,681,163158.54,432.12,0.417619048
Coconut ,2000,Whole Year ,Assam,20913,135910000,2053029.21,5437.38,5771.352609
Cotton(lint),2000,Kharif     ,Assam,1673,760,164238.41,434.98,0.426521739
Dry chillies,2000,Whole Year ,Assam,14688,9681,1441920.96,3818.88,0.637826087
Gram,2000,Rabi       ,Assam,2661,1329,261230.37,691.86,0.462380952
Jute,2000,Kharif     ,Assam,69513,668439,6824091.21,18073.38,9.794782609
Linseed,2000,Rabi       ,Assam,10206,5278,1001923.02,2653.56,0.505238095
Maize,2000,Kharif     ,Assam,20241,14616,1987058.97,5262.66,0.605652174
Mesta,2000,Kharif     ,Assam,5049,24557,495660.33,1312.74,4.657368421
Niger seed,2000,Kharif     ,Assam,9044,4653,887849.48,2351.44,0.627368421
Onion,2000,Whole Year ,Assam,7359,17156,722433.03,1913.34,2.331304348
Other  Rabi pulses,2000,Rabi       ,Assam,101474,55752,9961702.58,26383.24,0.52173913
Potato,2000,Whole Year ,Assam,80504,668457,7903077.68,20931.04,7.459565217
Rapeseed &Mustard,2000,Rabi       ,Assam,274459,141231,26943640.03,71359.34,0.499565217
Rice,2000,Autumn     ,Assam,539665,557764,52978913.05,140312.9,1.197826087
Rice,2000,Summer     ,Assam,329255,681027,32322963.35,85606.3,1.825217391
Rice,2000,Winter     ,Assam,1777257,2759652,174473319.7,462086.82,1.581304348
Sesamum,2000,Kharif     ,Assam,14960,8076,1468623.2,3889.6,0.489565217
Small millets,2000,Kharif     ,Assam,10591,5410,1039718.47,2753.66,0.495454545
Sugarcane,2000,Whole Year ,Assam,26768,987696,2627814.56,6959.68,36.57217391
Sweet potato,2000,Whole Year ,Assam,8757,30351,859674.69,2276.82,3.435217391
Tapioca,2000,Whole Year ,Assam,2859,13546,280668.03,743.34,4.423478261
Tobacco,2000,Whole Year ,Assam,1278,624,125461.26,332.28,0.584782609
Turmeric,2000,Whole Year ,Assam,11626,8032,1141324.42,3022.76,0.668695652
Wheat,2000,Rabi       ,Assam,70301,85695,6901449.17,18278.26,1.175909091
Arecanut,2000,Whole Year ,Goa,1600,2500,157072,416,1.56
Banana,2000,Whole Year ,Goa,2000,14745,196340,520,7.37
Black pepper,2000,Whole Year ,Goa,480,100,47121.6,124.8,0.21
Cashewnut,2000,Whole Year ,Goa,53767,21335,5278306.39,13979.42,0.4
Coconut ,2000,Whole Year ,Goa,25025,125120000,2456704.25,6506.5,4999.8
Groundnut,2000,Kharif     ,Goa,360,567,35341.2,93.6,1.58
Groundnut,2000,Rabi       ,Goa,1421,2584,139499.57,369.46,1.82
Other  Rabi pulses,2000,Rabi       ,Goa,10121,9338,993578.57,2631.46,0.92
Other Kharif pulses,2000,Kharif     ,Goa,650,314,63810.5,169,0.48
Ragi,2000,Kharif     ,Goa,500,499,49085,130,1
Rice,2000,Kharif     ,Goa,41000,96568,4024970,10660,2.36
Rice,2000,Rabi       ,Goa,16207,45555,1591041.19,4213.82,2.81
Sugarcane,2000,Whole Year ,Goa,1250,72750,122712.5,325,58.2
Arecanut,2000,Whole Year ,Karnataka,119093,162741,11691359.81,30964.18,1.2925
Arhar/Tur,2000,Kharif     ,Karnataka,582763,263533,57209843.71,151518.38,0.492083333
Bajra,2000,Kharif     ,Karnataka,461048,340498,45261082.16,119872.48,0.662352941
Bajra,2000,Rabi       ,Karnataka,160,129,15707.2,41.6,0.81
Bajra,2000,Summer     ,Karnataka,913,998,89629.21,237.38,1.11
Banana,2000,Whole Year ,Karnataka,35335,649567,3468836.95,9187.1,18.36037037
Black pepper,2000,Whole Year ,Karnataka,7249,17586,711634.33,1884.74,2.263636364
Cardamom,2000,Whole Year ,Karnataka,19881,1132,1951717.77,5169.06,0.06
Castor seed,2000,Kharif     ,Karnataka,30366,38871,2981030.22,7895.16,1.31
Coconut ,2000,Whole Year ,Karnataka,335996,1762403000,32984727.32,87358.96,4673.661111
Coriander,2000,Whole Year ,Karnataka,9829,1467,964912.93,2555.54,0.119047619
Cotton(lint),2000,Kharif     ,Karnataka,551763,855236,54166573.71,143458.38,1.593333333
Dry chillies,2000,Whole Year ,Karnataka,172918,151043,16975360.06,44958.68,1.049259259
Garlic,2000,Whole Year ,Karnataka,5949,4156,584013.33,1546.74,1.491333333
Ginger,2000,Kharif     ,Karnataka,10758,141587,1056112.86,2797.08,12.76823529
Gram,2000,Rabi       ,Karnataka,369473,239431,36271164.41,96062.98,0.622380952
Groundnut,2000,Kharif     ,Karnataka,883611,881807,86744091.87,229738.86,0.9464
Groundnut,2000,Rabi       ,Karnataka,179804,199299,17651358.68,46749.04,1.173846154
Horse-gram,2000,Kharif     ,Karnataka,161959,92938,15899515.03,42109.34,0.63625
Horse-gram,2000,Rabi       ,Karnataka,133213,63457,13077520.21,34635.38,0.454583333
Jowar,2000,Kharif     ,Karnataka,402962,589793,39558779.54,104770.12,1.395238095
